"Country","Date","RelativeTimeSpentInRetailAndRecreation","RelativeTimeSpentInGroceryAndPharmacy","RelativeTimeSpentInParks","RelativeTimeSpentInTransitStations","RelativeTimeSpentInWorkplaces","RelativeTimeSpentInResidents","IsoCode","Continent","NewCases","NewDeaths","PeopleVaccinated","PeopleFullyVaccinated","TotalBoosterVaccines","StringencyIndex","Population"
"Austria","2022-02-22",-16,6,9,-26,-22,7,"AUT","Europe",21427,37,,,,54.63,9043072
"Austria","2022-02-23",-15,7,22,-23,-22,6,"AUT","Europe",34409,30,,,,54.63,9043072
"Austria","2022-02-24",-16,4,25,-22,-22,6,"AUT","Europe",28591,39,,,,54.63,9043072
"Austria","2022-02-25",-19,8,-7,-26,-21,7,"AUT","Europe",31324,25,6807611,6571835,5032512,54.63,9043072
"Austria","2022-02-26",-16,3,1,-19,-2,4,"AUT","Europe",25972,37,,,,54.63,9043072
"Austria","2022-02-27",-12,23,37,-9,1,2,"AUT","Europe",23274,25,,,,54.63,9043072
"Austria","2022-02-28",-11,13,14,-23,-17,5,"AUT","Europe",20210,22,,,,54.63,9043072
"Austria","2022-03-01",-9,12,39,-19,-18,5,"AUT","Europe",24788,32,,,,54.63,9043072
"Austria","2022-03-02",-16,12,25,-20,-18,6,"AUT","Europe",39493,47,,,,54.63,9043072
"Austria","2022-03-03",-16,7,19,-20,-18,6,"AUT","Europe",31566,36,,,,54.63,9043072
"Austria","2022-03-04",-17,10,1,-22,-18,6,"AUT","Europe",32419,36,6811817,6580425,5055159,54.63,9043072
"Austria","2022-03-05",-12,2,2,-17,-2,3,"AUT","Europe",31289,26,,,,40.74,9043072
"Austria","2022-03-06",-15,14,6,-12,-1,2,"AUT","Europe",28463,22,,,,40.74,9043072
"Austria","2022-03-07",-17,8,0,-22,-18,5,"AUT","Europe",26153,18,,,,40.74,9043072
"Austria","2022-03-08",-14,11,23,-19,-18,5,"AUT","Europe",30939,45,,,,40.74,9043072
"Austria","2022-03-09",-16,8,22,-19,-19,5,"AUT","Europe",47795,42,,,,40.74,9043072
"Austria","2022-03-10",-19,5,10,-20,-19,6,"AUT","Europe",49432,23,,,,40.74,9043072
"Austria","2022-03-11",-20,8,3,-22,-19,7,"AUT","Europe",49323,27,6814394,6586799,5074024,40.74,9043072
"Austria","2022-03-12",-15,1,16,-14,-3,3,"AUT","Europe",44465,17,,,,,9043072
"Austria","2022-03-13",-12,21,34,-7,-1,2,"AUT","Europe",38060,27,,,,,9043072
"Austria","2022-03-14",-18,6,25,-19,-18,5,"AUT","Europe",34220,14,,,,,9043072
"Austria","2022-03-15",-20,8,13,-20,-19,6,"AUT","Europe",37125,40,,,,,9043072
"Austria","2022-03-16",-21,6,2,-21,-19,7,"AUT","Europe",58583,28,,,,,9043072
"Austria","2022-03-17",-21,4,4,-20,-19,7,"AUT","Europe",52045,31,,,,,9043072
"Austria","2022-03-18",-21,6,3,-21,-20,7,"AUT","Europe",51112,24,6816209,6591200,5091107,,9043072
"Austria","2022-03-19",-15,-1,19,-15,-4,3,"AUT","Europe",41999,43,,,,,9043072
"Austria","2022-03-20",-16,16,21,-8,-3,2,"AUT","Europe",37192,22,,,,,9043072
"Austria","2022-03-21",-20,5,17,-21,-18,5,"AUT","Europe",31872,23,,,,40.74,9043072
"Austria","2022-03-22",-19,6,33,-19,-18,5,"AUT","Europe",34340,55,,,,40.74,9043072
"Austria","2022-03-23",-18,5,37,-17,-18,5,"AUT","Europe",53071,43,,,,40.74,9043072
"Austria","2022-03-24",-19,3,29,-17,-18,5,"AUT","Europe",41607,49,,,,40.74,9043072
"Austria","2022-03-25",-19,5,27,-17,-18,5,"AUT","Europe",37910,40,6817896,6595687,5109098,40.74,9043072
"Austria","2022-03-26",-14,-2,48,-12,-3,2,"AUT","Europe",33508,46,,,,40.74,9043072
"Austria","2022-03-27",-10,17,61,-2,-3,0,"AUT","Europe",0,0,,,,40.74,9043072
"Austria","2022-03-28",-18,3,41,-17,-16,4,"AUT","Europe",49071,41,,,,40.74,9043072
"Austria","2022-03-29",-19,6,38,-18,-16,4,"AUT","Europe",22830,58,,,,40.74,9043072
"Austria","2022-03-30",-20,8,12,-18,-16,5,"AUT","Europe",34743,48,,,,40.74,9043072
"Austria","2022-03-31",-24,2,-25,-22,-16,6,"AUT","Europe",25893,53,,,,40.74,9043072
"Austria","2022-04-01",-21,8,-18,-22,-16,5,"AUT","Europe",23357,40,6819222,6599200,5126752,40.74,9043072
"Austria","2022-04-02",-20,-2,-24,-26,-5,4,"AUT","Europe",19043,52,,,,40.74,9043072
"Austria","2022-04-03",-28,-4,-15,-19,-6,3,"AUT","Europe",13907,28,,,,40.74,9043072
"Austria","2022-04-04",-19,6,12,-19,-14,3,"AUT","Europe",12305,17,,,,40.74,9043072
"Austria","2022-04-05",-21,6,4,-20,-14,4,"AUT","Europe",12946,59,,,,40.74,9043072
"Austria","2022-04-06",-14,9,40,-14,-14,2,"AUT","Europe",21076,36,,,,40.74,9043072
"Austria","2022-04-07",-15,7,16,-14,-14,3,"AUT","Europe",16479,44,,,,40.74,9043072
"Austria","2022-04-08",-16,11,4,-14,-14,3,"AUT","Europe",14085,27,6820390,6601851,5144226,40.74,9043072
"Austria","2022-04-09",-16,2,-14,-16,-3,2,"AUT","Europe",12504,40,,,,40.74,9043072
"Austria","2022-04-10",-17,10,12,-8,-4,1,"AUT","Europe",10635,18,,,,40.74,9043072
"Austria","2022-04-11",-8,8,49,-17,-26,3,"AUT","Europe",8033,16,,,,40.74,9043072
"Austria","2022-04-12",-8,10,76,-15,-26,3,"AUT","Europe",8651,44,,,,40.74,9043072
"Austria","2022-04-13",-8,10,75,-12,-27,3,"AUT","Europe",12471,38,,,,40.74,9043072
"Austria","2022-04-14",-9,12,67,-9,-29,3,"AUT","Europe",10483,35,,,,40.74,9043072
"Austria","2022-04-15",-16,18,25,-18,-37,8,"AUT","Europe",9790,31,6821258,6603834,5159809,40.74,9043072
"Austria","2022-04-16",-24,-1,23,-20,-9,2,"AUT","Europe",8996,17,,,,37.96,9043072
"Austria","2022-04-17",-23,2,56,-9,-10,-2,"AUT","Europe",7408,13,,,,37.96,9043072
"Austria","2022-04-18",-50,-84,66,-37,-83,16,"AUT","Europe",6227,11,,,,37.96,9043072
"Austria","2022-04-19",-19,14,5,-16,-17,4,"AUT","Europe",5395,8,,,,37.96,9043072
"Austria","2022-04-20",-15,8,44,-12,-14,2,"AUT","Europe",7571,31,,,,37.96,9043072
"Austria","2022-04-21",-16,4,42,-11,-14,2,"AUT","Europe",11948,,,,,37.96,9043072
"Austria","2022-04-22",-19,6,-4,-15,-14,4,"AUT","Europe",8155,,6822136,6606138,5177040,37.96,9043072
"Austria","2022-04-23",-13,-1,22,-9,0,1,"AUT","Europe",6536,19,,,,37.96,9043072
"Austria","2022-04-24",-18,2,20,0,-3,1,"AUT","Europe",5810,12,,,,37.96,9043072
"Austria","2022-04-25",-15,4,22,-12,-12,2,"AUT","Europe",4111,7,,,,37.96,9043072
"Austria","2022-04-26",-17,6,20,-12,-12,3,"AUT","Europe",5588,22,,,,37.96,9043072
"Austria","2022-04-27",-15,8,11,-12,-13,3,"AUT","Europe",8239,24,,,,37.96,9043072
"Austria","2022-04-28",-14,5,32,-8,-12,1,"AUT","Europe",6361,17,,,,37.96,9043072
"Austria","2022-04-29",-11,9,47,-6,-13,0,"AUT","Europe",6186,21,6823020,6608725,5198081,37.96,9043072
"Austria","2022-04-30",-8,1,60,-1,0,-2,"AUT","Europe",5199,18,,,,37.96,9043072
"Austria","2022-05-01",-16,12,23,2,-4,0,"AUT","Europe",4363,5,,,,37.96,9043072
"Austria","2022-05-02",-10,8,40,-8,-14,1,"AUT","Europe",4098,9,,,,37.96,9043072
"Austria","2022-05-03",-9,9,62,-6,-11,0,"AUT","Europe",5240,13,,,,,9043072
"Austria","2022-05-04",-10,10,35,-9,-13,1,"AUT","Europe",6760,17,,,,,9043072
"Austria","2022-05-05",-10,10,33,-7,-11,1,"AUT","Europe",5755,22,,,,,9043072
"Australia","2021-12-01",-3,9,-19,-41,-11,5,"AUS","Oceania",1702,10,20047381,18858248,470000,72.69,25788217
"Australia","2021-12-02",-1,12,-9,-40,-10,4,"AUS","Oceania",1522,12,20068712,18910601,495252,72.69,25788217
"Australia","2021-12-03",2,14,-9,-36,-8,3,"AUS","Oceania",1708,9,20088965,18962130,521744,72.69,25788217
"Australia","2021-12-04",4,13,-1,-33,-1,1,"AUS","Oceania",1249,8,20099492,18990458,531846,72.69,25788217
"Australia","2021-12-05",2,10,-8,-40,-6,2,"AUS","Oceania",1285,6,20106757,19008755,536892,72.69,25788217
"Australia","2021-12-06",-1,13,-14,-43,-10,4,"AUS","Oceania",1434,9,20124711,19055462,559046,72.69,25788217
"Australia","2021-12-07",-2,12,-23,-43,-11,5,"AUS","Oceania",1705,7,20142711,19101361,583480,65.28,25788217
"Australia","2021-12-08",0,10,-23,-40,-9,5,"AUS","Oceania",1654,10,20161524,19149409,611752,65.28,25788217
"Australia","2021-12-09",0,12,-15,-40,-8,4,"AUS","Oceania",1711,2,20180465,19196983,641791,65.28,25788217
"Australia","2021-12-10",3,15,-15,-35,-6,3,"AUS","Oceania",1757,16,20196129,19238301,671067,65.28,25788217
"Australia","2021-12-11",6,13,1,-32,3,0,"AUS","Oceania",1543,4,20205275,19262415,687067,65.28,25788217
"Australia","2021-12-12",6,12,6,-35,-2,1,"AUS","Oceania",1843,2,20208813,19271471,697357,65.28,25788217
"Australia","2021-12-13",3,16,-8,-42,-9,4,"AUS","Oceania",1970,7,20230376,19329106,771682,65.28,25788217
"Australia","2021-12-14",2,17,-11,-40,-11,4,"AUS","Oceania",2809,4,20249293,19375276,868122,50.46,25788217
"Australia","2021-12-15",5,14,-8,-38,-11,4,"AUS","Oceania",3423,9,20268871,19421269,985598,40.28,25788217
"Australia","2021-12-16",7,15,-3,-38,-11,3,"AUS","Oceania",3802,8,20289049,19468074,1117020,40.28,25788217
"Australia","2021-12-17",5,18,-6,-35,-11,3,"AUS","Oceania",4017,8,20309711,19515162,1257901,56.94,25788217
"Australia","2021-12-18",3,14,-1,-32,2,1,"AUS","Oceania",3862,4,20320601,19538547,1328784,55.56,25788217
"Australia","2021-12-19",3,11,-12,-38,-2,2,"AUS","Oceania",4031,0,20328607,19553057,1369724,55.56,25788217
"Australia","2021-12-20",10,22,-3,-44,-19,5,"AUS","Oceania",4492,8,20346169,19587839,1511654,55.56,25788217
"Australia","2021-12-21",9,25,-7,-44,-22,6,"AUS","Oceania",5531,8,20363806,19620308,1668344,55.56,25788217
"Australia","2021-12-22",13,30,-5,-43,-24,6,"AUS","Oceania",8357,11,20380970,19651146,1835632,56.94,25788217
"Australia","2021-12-23",15,49,-3,-45,-31,7,"AUS","Oceania",8218,9,20397079,19678606,1984415,56.94,25788217
"Australia","2021-12-24",2,61,-11,-51,-46,10,"AUS","Oceania",9855,6,,,,56.94,25788217
"Australia","2021-12-25",-76,-83,-20,-60,-61,4,"AUS","Oceania",9459,2,,,,56.94,25788217
"Australia","2021-12-26",-14,-10,-9,-45,-25,2,"AUS","Oceania",9884,6,20410720,19699622,2093618,56.94,25788217
"Australia","2021-12-27",-2,4,19,-62,-75,15,"AUS","Oceania",11797,6,20413876,19704056,2117070,56.94,25788217
"Australia","2021-12-28",-4,10,18,-61,-74,17,"AUS","Oceania",17678,8,20417817,19709450,2144822,56.94,25788217
"Australia","2021-12-29",2,22,23,-56,-58,14,"AUS","Oceania",21369,14,20430343,19733014,2257302,56.94,25788217
"Australia","2021-12-30",-2,24,37,-56,-57,14,"AUS","Oceania",33811,15,20444346,19755837,2380356,40.28,25788217
"Australia","2021-12-31",-7,34,30,-54,-56,12,"AUS","Oceania",30363,14,,,,40.28,25788217
"Australia","2022-01-01",-38,-30,-2,-56,-44,10,"AUS","Oceania",37459,4,,,,40.28,25788217
"Australia","2022-01-02",-9,4,17,-45,-16,4,"AUS","Oceania",29608,9,20460234,19778026,2530010,40.28,25788217
"Australia","2022-01-03",-8,6,35,-63,-73,18,"AUS","Oceania",44745,4,20463839,19782523,2566329,40.28,25788217
"Australia","2022-01-04",-4,24,1,-56,-44,13,"AUS","Oceania",71495,20,20475452,19806589,2742552,40.28,25788217
"Australia","2022-01-05",-9,15,-11,-58,-43,15,"AUS","Oceania",75426,12,20488662,19832376,2965117,40.28,25788217
"Australia","2022-01-06",-12,15,-4,-58,-42,15,"AUS","Oceania",78229,19,20503096,19857649,3197703,45.83,25788217
"Australia","2022-01-07",-15,15,-20,-58,-40,15,"AUS","Oceania",98092,16,20516623,19882365,3424680,45.83,25788217
"Australia","2022-01-08",-18,5,-14,-51,-14,9,"AUS","Oceania",111907,29,20524868,19896355,3565888,45.83,25788217
"Australia","2022-01-09",-16,0,-4,-51,-11,7,"AUS","Oceania",72834,21,20529932,19904821,3651855,45.83,25788217
"Australia","2022-01-10",-12,11,-4,-57,-31,11,"AUS","Oceania",93806,28,20578901,19928352,3867210,45.83,25788217
"Australia","2022-01-11",-14,11,-11,-57,-33,12,"AUS","Oceania",84408,50,20644440,19946441,4109839,40.28,25788217
"Australia","2022-01-12",-14,10,-10,-57,-32,13,"AUS","Oceania",175271,57,20714403,19967401,4363951,40.28,25788217
"Australia","2022-01-13",-16,9,-4,-57,-31,13,"AUS","Oceania",128185,50,20784959,19987928,4618466,45.83,25788217
"Australia","2022-01-14",-15,11,-9,-54,-29,11,"AUS","Oceania",86288,49,20857930,20006998,4864238,45.83,25788217
"Australia","2022-01-15",-14,3,-2,-47,-8,6,"AUS","Oceania",112867,52,20905692,20015852,4998093,45.83,25788217
"Australia","2022-01-16",-13,-1,4,-47,-10,5,"AUS","Oceania",59891,19,20938457,20020735,5075274,45.83,25788217
"Australia","2022-01-17",-12,6,-7,-55,-27,9,"AUS","Oceania",84355,81,21009044,20036097,5316772,63.43,25788217
"Australia","2022-01-18",-14,6,-20,-55,-28,11,"AUS","Oceania",84615,70,21078643,20050685,5553110,63.43,25788217
"Australia","2022-01-19",-12,5,-17,-55,-28,11,"AUS","Oceania",67604,47,21148938,20066316,5798370,63.43,25788217
"Australia","2022-01-20",-13,6,-8,-54,-27,11,"AUS","Oceania",63941,88,21218556,20083160,6063134,63.43,25788217
"Australia","2022-01-21",-12,9,-12,-51,-24,10,"AUS","Oceania",43166,65,21284622,20098787,6315471,63.43,25788217
"Australia","2022-01-22",-10,4,1,-43,-6,5,"AUS","Oceania",67182,78,21324245,20106005,6459388,66.2,25788217
"Australia","2022-01-23",-10,1,-1,-46,-8,4,"AUS","Oceania",32234,27,21352957,20110855,6546383,66.2,25788217
"Australia","2022-01-24",-9,9,-5,-53,-24,9,"AUS","Oceania",58022,82,21414046,20123268,6793237,66.2,25788217
"Australia","2022-01-25",-3,18,-6,-51,-26,8,"AUS","Oceania",52920,69,21472820,20137891,7041225,66.2,25788217
"Australia","2022-01-26",-18,-9,35,-62,-72,18,"AUS","Oceania",51016,91,21490441,20142694,7100976,66.2,25788217
"Australia","2022-01-27",-13,8,-6,-53,-25,10,"AUS","Oceania",66223,87,21543461,20160170,7333843,66.2,25788217
"Australia","2022-01-28",-11,9,-14,-50,-21,9,"AUS","Oceania",65980,155,21596983,20178059,7568852,66.2,25788217
"Australia","2022-01-29",-8,6,-1,-43,-4,5,"AUS","Oceania",47258,86,21629171,20188421,7699044,66.2,25788217
"Australia","2022-01-30",-8,4,-1,-44,-6,4,"AUS","Oceania",36719,42,21647934,20194741,7764564,55.56,25788217
"Australia","2022-01-31",-9,9,-13,-50,-18,7,"AUS","Oceania",,75,21683520,20211402,7971368,55.56,25788217
"Australia","2022-02-01",-12,7,-20,-50,-20,8,"AUS","Oceania",40146,70,21712260,20228401,8191679,55.56,25788217
"Australia","2022-02-02",-12,6,-26,-49,-18,9,"AUS","Oceania",24228,82,21738444,20243421,8418676,55.56,25788217
"Australia","2022-02-03",-12,7,-18,-48,-17,8,"AUS","Oceania",32179,86,21763718,20258283,8631286,55.56,25788217
"Australia","2022-02-04",-8,11,-16,-44,-14,7,"AUS","Oceania",27336,81,21787774,20273781,8838517,55.56,25788217
"Australia","2022-02-05",-4,7,-3,-41,-2,4,"AUS","Oceania",22985,46,21803823,20282518,8941520,55.56,25788217
"Australia","2022-02-06",-5,7,-6,-43,-6,4,"AUS","Oceania",25247,48,21813079,20287496,8997661,55.56,25788217
"Australia","2022-02-07",-10,7,-18,-47,-15,6,"AUS","Oceania",27373,54,21831166,20300210,9182529,55.56,25788217
"Australia","2022-02-08",-11,7,-17,-46,-16,7,"AUS","Oceania",31510,71,21849002,20313139,9371322,55.56,25788217
"Australia","2022-02-09",-10,5,-8,-45,-16,7,"AUS","Oceania",11483,49,21865954,20326872,9554451,55.56,25788217
"Australia","2022-02-10",-10,6,-4,-45,-16,7,"AUS","Oceania",31250,57,21880794,20339977,9727513,55.56,25788217
"Australia","2022-02-11",-7,9,-14,-42,-13,5,"AUS","Oceania",22564,64,21895835,20353147,9901711,55.56,25788217
"Australia","2022-02-12",-2,6,-1,-39,-2,3,"AUS","Oceania",25607,50,21906946,20360127,9991919,55.56,25788217
"Australia","2022-02-13",-3,6,5,-39,-5,3,"AUS","Oceania",12289,11,21911397,20363428,10033545,51.39,25788217
"Australia","2022-02-14",-1,11,-10,-43,-13,5,"AUS","Oceania",30913,60,21922677,20374213,10178057,51.39,25788217
"Australia","2022-02-15",-11,6,-17,-44,-15,6,"AUS","Oceania",24394,62,21933086,20384601,10317497,51.39,25788217
"Australia","2022-02-16",-9,6,-11,-43,-14,6,"AUS","Oceania",,71,21943571,20393712,10453973,51.39,25788217
"Australia","2022-02-17",-9,7,-6,-43,-13,6,"AUS","Oceania",22729,36,21954313,20403693,10583499,51.39,25788217
"Australia","2022-02-18",-6,10,-9,-39,-10,5,"AUS","Oceania",23217,45,21967182,20414450,10714931,51.39,25788217
"Australia","2022-02-19",-2,6,5,-37,-1,2,"AUS","Oceania",17376,34,21976357,20420498,10786717,51.39,25788217
"Australia","2022-02-20",-4,5,6,-38,-5,2,"AUS","Oceania",18219,17,21980295,20423361,10821136,51.39,25788217
"Australia","2022-02-21",-10,5,-16,-48,-12,6,"AUS","Oceania",25163,37,21992267,20433044,10940087,45.83,25788217
"Australia","2022-02-22",-12,4,-25,-45,-13,6,"AUS","Oceania",25229,59,22004154,20441976,11051331,45.83,25788217
"Australia","2022-02-23",-10,3,-22,-44,-14,7,"AUS","Oceania",24852,37,22015487,20450588,11155371,45.83,25788217
"Australia","2022-02-24",-11,6,-20,-44,-12,6,"AUS","Oceania",26670,33,22026289,20459281,11259012,45.83,25788217
"Australia","2022-02-25",-10,5,-27,-42,-11,6,"AUS","Oceania",19803,36,22036909,20468250,11361043,45.83,25788217
"Australia","2022-02-26",-7,3,-21,-43,-4,5,"AUS","Oceania",17543,26,22044111,20473343,11415349,45.83,25788217
"Australia","2022-02-27",-9,3,-19,-44,-8,5,"AUS","Oceania",21482,14,22047151,20475638,11440678,45.83,25788217
"Australia","2022-02-28",-13,4,-25,-47,-18,8,"AUS","Oceania",25418,39,22055898,20483240,11526369,45.83,25788217
"Australia","2022-03-01",-14,4,-33,-46,-17,7,"AUS","Oceania",21755,59,22063566,20490408,11601534,45.83,25788217
"Australia","2022-03-02",-13,2,-29,-48,-16,7,"AUS","Oceania",40012,47,22070693,20497591,11673608,45.83,25788217
"Australia","2022-03-03",-13,4,-22,-46,-16,8,"AUS","Oceania",25159,38,22078148,20505135,11744570,48.61,25788217
"Australia","2022-03-04",-8,7,-22,-43,-13,6,"AUS","Oceania",22716,48,22085942,20513850,11818742,48.61,25788217
"Australia","2022-03-05",-3,5,-14,-40,-2,3,"AUS","Oceania",17376,14,22091094,20520964,11857647,48.61,25788217
"Australia","2022-03-06",-6,3,-24,-45,-6,4,"AUS","Oceania",22182,9,22093332,20524493,11874570,48.61,25788217
"Australia","2022-03-07",-12,2,-22,-46,-18,7,"AUS","Oceania",44962,39,22098997,20543714,11927321,48.61,25788217
"Australia","2022-03-08",-14,2,-34,-45,-14,6,"AUS","Oceania",30691,31,22105692,20568346,11985296,48.61,25788217
"Australia","2022-03-09",-10,3,-22,-44,-13,6,"AUS","Oceania",36335,25,22111780,20596172,12041601,48.61,25788217
"Australia","2022-03-10",-10,3,-13,-41,-11,5,"AUS","Oceania",31689,30,22117596,20626131,12098500,48.61,25788217
"Australia","2022-03-11",-7,7,-16,-39,-10,4,"AUS","Oceania",35077,21,22124182,20661863,12162575,48.61,25788217
"Australia","2022-03-12",-3,4,1,-37,-3,2,"AUS","Oceania",33495,16,22128293,20696352,12195821,48.61,25788217
"Australia","2022-03-13",-3,2,3,-38,-6,2,"AUS","Oceania",26440,3,22130630,20714246,12209966,48.61,25788217
"Australia","2022-03-14",-10,1,-6,-47,-31,8,"AUS","Oceania",28803,25,22135420,20743572,12249384,48.61,25788217
"Australia","2022-03-15",-12,5,-25,-40,-12,5,"AUS","Oceania",54309,23,22141043,20780753,12302592,48.61,25788217
"Australia","2022-03-16",-11,2,-24,-40,-11,6,"AUS","Oceania",57148,24,22146677,20817597,12352672,48.61,25788217
"Australia","2022-03-17",-11,2,-11,-39,-11,5,"AUS","Oceania",49166,29,22152482,20852962,12402691,48.61,25788217
"Australia","2022-03-18",-8,6,-17,-38,-9,4,"AUS","Oceania",46952,31,22158259,20893155,12455925,48.61,25788217
"Australia","2022-03-19",-3,4,-7,-38,-3,3,"AUS","Oceania",40854,3,22162034,20931268,12484446,48.61,25788217
"Australia","2022-03-20",-4,3,0,-37,-6,3,"AUS","Oceania",43230,11,22163996,20952845,12497152,48.61,25788217
"Australia","2022-03-21",-11,3,-19,-42,-9,5,"AUS","Oceania",53063,27,22169145,20988310,12543036,48.61,25788217
"Australia","2022-03-22",-13,2,-23,-40,-11,5,"AUS","Oceania",57556,23,22174087,21020180,12588827,48.61,25788217
"Australia","2022-03-23",-11,1,-19,-40,-11,6,"AUS","Oceania",59704,31,22178419,21043844,12632045,48.61,25788217
"Australia","2022-03-24",-12,1,-19,-40,-11,5,"AUS","Oceania",66782,33,22183299,21072503,12677108,48.61,25788217
"Australia","2022-03-25",-8,5,-21,-39,-9,5,"AUS","Oceania",47988,25,22188155,21104880,12724583,48.61,25788217
"Australia","2022-03-26",-4,3,-15,-38,-4,3,"AUS","Oceania",46749,18,22191506,21136762,12749337,48.61,25788217
"Australia","2022-03-27",-5,3,-16,-39,-8,3,"AUS","Oceania",50971,4,22193476,21153372,12760939,48.61,25788217
"Australia","2022-03-28",-13,1,-30,-43,-9,6,"AUS","Oceania",55738,29,22198092,21179377,12801846,48.61,25788217
"Australia","2022-03-29",-14,1,-36,-43,-12,7,"AUS","Oceania",65523,33,22202366,21200432,12840115,48.61,25788217
"Australia","2022-03-30",-11,0,-28,-40,-11,6,"AUS","Oceania",60239,34,22206384,21219755,12877035,48.61,25788217
"Australia","2022-03-31",-12,1,-23,-40,-10,6,"AUS","Oceania",65385,15,22210293,21240452,12911947,48.61,25788217
"Australia","2022-04-01",-8,5,-25,-39,-8,5,"AUS","Oceania",55097,357,22214445,21260487,12947025,48.61,25788217
"Australia","2022-04-02",-4,4,-14,-38,-4,3,"AUS","Oceania",48097,18,22217203,21280501,12964119,48.61,25788217
"Australia","2022-04-03",-4,5,-8,-35,-7,3,"AUS","Oceania",40610,9,22218298,21291087,12972174,48.61,25788217
"Australia","2022-04-04",-11,2,-20,-41,-10,5,"AUS","Oceania",55544,33,22222194,21307694,13002602,48.61,25788217
